AnnonceID,ClickX,ClickY,ClickTarget,Trust_Annonce,Trust_Vendeur,Contact,Commentaire
5,352,567,"Vends iPhone 15 en très bon état. Le téléphone fonctionne parfaitement, aucun souci à signaler, il a été réinitialisé et est prêt à l’emploi. Vendu avec son câble de chargement. Remise en main propre possible ou envoi selon préférence.",3,3,2,""
6,268,398,"165€",1,1,1,""
9,332,411,"-30%",3,3,3,""
3,276,413,"550€",2,2,1,""
7,271,427,"150€",1,1,1,""

PhaseC,Best_Listing,Exemple 3 : iPhone 15 Pro
PhaseC,Overall_Trust,2
PhaseC,Trust_Factor,Price
PhaseC,Trust_Factor_Other,""
PhaseC,Contact_Likelihood,
PhaseC,Contact_Factors,"Photos|Description|Price|Seller|Rating"
PhaseC,Contact_Factors_Other,""
PhaseC,Photos_vs_Desc,More photos
PhaseC,Photos_vs_Desc_Other,""
PhaseC,Visual_Appeal,5
PhaseC,Final_Comment,""
